locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
23536,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23537,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23538,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23539,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23540,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23541,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23542,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23543,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23544,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23545,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23546,1,47.4692954,126.8892936,NULL,0,0,0,0,1,20140605,1
23548,1,48,128,NULL,0,0,0,0,1,20140605,1
23549,1,43.5241661,125.6736107,NULL,0,0,0,0,1,20140605,1
23552,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23601,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23602,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23603,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23604,1,34.83333333,127.88333333,NULL,0,0,0,0,1,20140605,1
23607,1,44.9833374,126.0166664,NULL,0,0,0,0,1,20140605,1
23608,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23609,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23610,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23611,1,42.771389,129.4233322,NULL,0,0,0,0,1,20140605,1
23614,1,37.5666676,140.9999924,NULL,0,0,0,0,1,20140605,1
23645,1,-13.38333333,29.31666667,NULL,0,0,0,0,1,20140605,1
23646,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23651,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23652,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23653,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23654,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23655,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23656,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23657,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23658,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23659,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
23660,1,43.733333,125.3,NULL,0,0,0,0,1,20140605,1
23662,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23689,1,22.5022353,104.315868,NULL,0,0,0,0,1,20140605,1
23690,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23691,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23692,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23693,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23694,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23702,1,38.1333332,127.6666679,NULL,0,0,0,0,1,20140605,1
23708,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23709,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23710,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23711,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23712,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23713,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
23721,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23757,1,34.9999962,126.7499924,NULL,0,0,0,0,1,20140605,1
23758,1,34.9999962,126.7499924,NULL,0,0,0,0,1,20140605,1
23763,1,34.486871,126.263485,NULL,0,0,0,0,1,20140605,1
23770,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23771,1,34.61666667,127.75,NULL,0,0,0,0,1,20140605,1
23773,1,43.309191,142.7124023,NULL,0,0,0,0,1,20140605,1
23774,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23775,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
23776,1,48.4833374,124.8333321,NULL,0,0,0,0,1,20140605,1
23777,1,47.6000023,124.999992,NULL,0,0,0,0,1,20140605,1
23780,1,30.583333,114.2666664,NULL,0,0,0,0,1,20140605,1
23783,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23784,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23817,1,34.7997085,126.6953659,NULL,0,0,0,0,1,20140605,1
23818,1,-13.46666667,25,1050,0,0,0,0,1,20140605,1
23828,1,27.66666667,91.16666667,1800,0,0,0,0,1,20140605,1
23829,1,27.58333333,91.2,1650,0,0,0,0,1,20140605,1
23832,1,22.5022353,104.315868,NULL,0,0,0,0,1,20140605,1
23838,1,37.2499962,127.6134046,NULL,0,0,0,0,1,20140605,1
23839,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23840,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23843,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23844,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23845,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23846,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23847,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23848,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23849,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23850,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23851,1,44.7000008,127.2000008,NULL,0,0,0,0,1,20140605,1
23852,1,43.55,128.4,NULL,0,0,0,0,1,20140605,1
23869,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23870,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23893,1,39.4500008,140.4833374,NULL,0,0,0,0,1,20140605,1
23896,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23897,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23898,1,32.7999992,130.7166672,NULL,0,0,0,0,1,20140605,1
23900,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23901,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23902,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
23904,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23905,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23906,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23907,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23908,1,44.9666672,126.2999992,NULL,0,0,0,0,1,20140605,1
23920,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
23931,1,37,128.1666718,NULL,0,0,0,0,1,20140605,1
23936,1,35.566667,126.85,NULL,0,0,0,0,1,20140605,1
23937,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23938,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23942,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23943,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
23944,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23945,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23946,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23947,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23951,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23952,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23953,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23956,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23957,1,37.5667,127,NULL,0,0,0,0,1,20140605,1
23960,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
23991,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23992,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23993,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23994,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
23995,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
23996,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
23997,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23998,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
23999,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24000,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
24001,1,44.366666,126.333333,NULL,0,0,0,0,1,20140605,1
24005,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24008,1,43.0666676,141.3500061,NULL,0,0,0,0,1,20140605,1
24040,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
24041,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24047,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24048,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24050,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24051,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24052,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24053,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24054,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24055,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24056,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24057,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24058,1,44.3669054,127.1394536,NULL,0,0,0,0,1,20140605,1
24059,1,42.1313877,124.9816704,NULL,0,0,0,0,1,20140605,1
24068,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24071,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
24072,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
24112,1,21.4000006,106.7499924,NULL,0,0,0,0,1,20140605,1
24114,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24115,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24116,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24117,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24118,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24119,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24120,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24121,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24122,1,47.5166683,122.8833351,NULL,0,0,0,0,1,20140605,1
24124,1,28.8467558,116.1614571,NULL,0,0,0,0,1,20140605,1
24128,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24131,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24132,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24134,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
24135,1,37.4536095,126.7316704,NULL,0,0,0,0,1,20140605,1
24167,1,-13.06666667,22.75,960,0,0,0,0,1,20140605,1
24174,1,37.8666668,127.7499924,NULL,0,0,0,0,1,20140605,1
24177,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24178,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
24180,1,46.9384153,128.4173776,NULL,0,0,0,0,1,20140605,1
24181,1,43.6332588,126.5000041,NULL,0,0,0,0,1,20140605,1
24182,1,43.366666,126.75,NULL,0,0,0,0,1,20140605,1
24186,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24188,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24193,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
24223,1,37.666666,126.8333321,NULL,0,0,0,0,1,20140605,1
24232,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24233,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24234,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24235,1,43.5,124.8,NULL,0,0,0,0,1,20140605,1
24236,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
24237,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
24238,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24239,1,48.4760799,127.957446,NULL,0,0,0,0,1,20140605,1
24261,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24263,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24264,1,38.12286,127.707951,NULL,0,0,0,0,1,20140605,1
24266,1,30.9509754,121.913158,NULL,0,0,0,0,1,20140605,1
24275,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24276,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24277,1,37.5667,127,NULL,0,0,0,0,1,20140605,1
24279,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24280,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24281,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24283,1,45.75,126.65,NULL,0,0,0,0,1,20140605,1
24284,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24285,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24286,1,46.6429903,125.4258961,NULL,0,0,0,0,1,20140605,1
24287,1,46.1269188,125.9374811,NULL,0,0,0,0,1,20140605,1
24288,1,45.3500023,126.2833366,NULL,0,0,0,0,1,20140605,1
24289,1,47.3408356,123.9672203,NULL,0,0,0,0,1,20140605,1
24291,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24292,1,37.5663891,126.9997215,NULL,0,0,0,0,1,20140605,1
24300,1,36.6,127.3,NULL,0,0,0,0,1,20140605,1
24306,1,34.9511108,127.4883308,NULL,0,0,0,0,1,20140605,1
24307,1,35.166667,126.916667,NULL,0,0,0,0,1,20140605,1
24308,1,36.083334,129.3569677,NULL,0,0,0,0,1,20140605,1
24309,1,36.583334,128.7499924,NULL,0,0,0,0,1,20140605,1
24310,1,35.416666,128.9999924,NULL,0,0,0,0,1,20140605,1
24311,1,35.7499962,127.9166679,NULL,0,0,0,0,1,20140605,1
24313,1,37.636606,128.558078,NULL,0,0,0,0,1,20140605,1
24314,1,36.6641674,129.1186218,NULL,0,0,0,0,1,20140605,1
24315,1,34.9999962,126.7499924,NULL,0,0,0,0,1,20140605,1
24319,1,22.4000006,79.5333366,NULL,0,0,0,0,1,20140605,1
24323,1,39.940895,119.5883369,NULL,0,0,0,0,1,20140605,1
24324,1,35.416666,127.1666679,NULL,0,0,0,0,1,20140605,1
24325,1,35.583334,128.1666718,NULL,0,0,0,0,1,20140605,1
24326,1,47.411631,28.369885,NULL,0,0,0,0,1,20140605,1
24328,1,36.4043199,127.1666679,NULL,0,0,0,0,1,20140605,1
24329,1,32.0616665,118.7777748,NULL,0,0,0,0,1,20140605,1
24330,1,37.4371593,127.1385166,NULL,0,0,0,0,1,20140605,1
24333,1,35.6333332,127.2499924,NULL,0,0,0,0,1,20140605,1
24334,1,37.666666,126.4169337,NULL,0,0,0,0,1,20140605,1
24335,1,22.5333338,106.5166413,NULL,0,0,0,0,1,20140605,1
24336,1,21.6714293,105.3838461,NULL,0,0,0,0,1,20140605,1
24337,1,22.318041,104.346507,NULL,0,0,0,0,1,20140605,1
24338,1,22.512783,104.286124,NULL,0,0,0,0,1,20140605,1
24339,1,20.8357108,105.9521484,NULL,0,0,0,0,1,20140605,1
24348,1,37.1766682,129.3145615,NULL,0,0,0,0,1,20140605,1
24349,1,36.45,127.116667,NULL,0,0,0,0,1,20140605,1
24350,1,36.0428448,126.7076192,NULL,0,0,0,0,1,20140605,1
24351,1,36.666667,116.983333,NULL,0,0,0,0,1,20140605,1
24352,1,34.640556,126.77,NULL,0,0,0,0,1,20140605,1
24353,1,43.6332588,126.5000041,NULL,0,0,0,0,1,20140605,1
24354,1,43.6332588,126.5000041,NULL,0,0,0,0,1,20140605,1
24355,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24356,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24357,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24358,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24359,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24360,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24362,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24363,1,36,139,NULL,0,0,0,0,1,20140605,1
24364,1,43.5072231,124.8122215,NULL,0,0,0,0,1,20140605,1
24365,1,23.116666,113.25,NULL,0,0,0,0,1,20140605,1
24368,1,37.266667,127.016667,NULL,0,0,0,0,1,20140605,1
24369,1,34.9511108,127.4883308,NULL,0,0,0,0,1,20140605,1
24370,1,36.1166668,128.1000061,NULL,0,0,0,0,1,20140605,1
24371,1,36.583334,128.7499924,NULL,0,0,0,0,1,20140605,1
24372,1,36.801878,129.276013,NULL,0,0,0,0,1,20140605,1
24373,1,35.2499962,128.8666687,NULL,0,0,0,0,1,20140605,1
24374,1,35.196773,128.567973,NULL,0,0,0,0,1,20140605,1
24377,1,35.666666,128.7499924,NULL,0,0,0,0,1,20140605,1
24378,1,37.666666,126.4169337,NULL,0,0,0,0,1,20140605,1
24379,1,38.166666,128.2499924,NULL,0,0,0,0,1,20140605,1
24380,1,36.5,126.63,NULL,0,0,0,0,1,20140605,1
24381,1,35.4920467,128.7499924,NULL,0,0,0,0,1,20140605,1
24382,1,35.983333,128.4,NULL,0,0,0,0,1,20140605,1
24383,1,53.1932279,50.2740135,NULL,0,0,0,0,1,20140605,1
24385,1,37.5666676,129.0833282,NULL,0,0,0,0,1,20140605,1
24386,1,43.6332588,126.5000041,NULL,0,0,0,0,1,20140605,1
24387,1,36.5,128.15,NULL,0,0,0,0,1,20140605,1
24389,1,21.5941553,78.98481,NULL,0,0,0,0,1,20140605,1
24390,1,35.97,128.94,NULL,0,0,0,0,1,20140605,1
24391,1,21.974141,106.661731,NULL,0,0,0,0,1,20140605,1
24392,1,22.012371,105.198564,NULL,0,0,0,0,1,20140605,1
24393,1,22.296755,104.405945,NULL,0,0,0,0,1,20140605,1
24394,1,22.5022353,104.3158682,NULL,0,0,0,0,1,20140605,1
24395,1,40.971386,126.5980568,NULL,0,0,0,0,1,20140605,1
24396,1,38.5072231,125.7558327,NULL,0,0,0,0,1,20140605,1
24397,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24398,1,36.083334,129.3569677,NULL,0,0,0,0,1,20140605,1
24399,1,35.833334,128.8000031,NULL,0,0,0,0,1,20140605,1
24400,1,35.416666,127.4166679,NULL,0,0,0,0,1,20140605,1
24401,1,37.0829822,127.9166679,NULL,0,0,0,0,1,20140605,1
24402,1,35.833334,129.2499924,NULL,0,0,0,0,1,20140605,1
24403,1,36.6333332,127.4999924,NULL,0,0,0,0,1,20140605,1
24406,1,36.5,126.63,NULL,0,0,0,0,1,20140605,1
24407,1,38.166666,128.2499924,NULL,0,0,0,0,1,20140605,1
24408,1,22.7100258,106.6957741,NULL,0,0,0,0,1,20140605,1
24409,1,22.69362,104.096337,NULL,0,0,0,0,1,20140605,1
24410,1,22.5022353,104.315868,NULL,0,0,0,0,1,20140605,1
24411,1,22.6244959,104.4891621,NULL,0,0,0,0,1,20140605,1
24413,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24415,1,44.9666672,126.8833351,NULL,0,0,0,0,1,20140605,1
24416,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24417,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24419,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24420,1,44.88,125.9,NULL,0,0,0,0,1,20140605,1
24421,1,-26.684031,27.1753395,NULL,0,0,0,0,1,20140605,1
24429,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24430,1,35.7666683,128.2666626,NULL,0,0,0,0,1,20140605,1
24431,1,37.666666,126.4169337,NULL,0,0,0,0,1,20140605,1
24432,1,37.8666668,127.7499924,NULL,0,0,0,0,1,20140605,1
24433,1,37.696952,127.888683,NULL,0,0,0,0,1,20140605,1
24434,1,37.7499962,128.7499924,NULL,0,0,0,0,1,20140605,1
24435,1,36.4999962,127.7499924,NULL,0,0,0,0,1,20140605,1
24436,1,37.0829822,127.9166679,NULL,0,0,0,0,1,20140605,1
24437,1,37.0829822,127.9166679,NULL,0,0,0,0,1,20140605,1
24438,1,37.0829822,127.9166679,NULL,0,0,0,0,1,20140605,1
24439,1,36.833334,127.1499977,NULL,0,0,0,0,1,20140605,1
24440,1,36.2499962,126.9166679,NULL,0,0,0,0,1,20140605,1
24441,1,36.2499962,126.9166679,NULL,0,0,0,0,1,20140605,1
24442,1,36.4043199,127.1666679,NULL,0,0,0,0,1,20140605,1
24443,1,36.4043199,127.1666679,NULL,0,0,0,0,1,20140605,1
24444,1,37.166666,128.4999924,NULL,0,0,0,0,1,20140605,1
24445,1,37.8666668,127.7499924,NULL,0,0,0,0,1,20140605,1
24446,1,34.7547669,127.6668711,NULL,0,0,0,0,1,20140605,1
24447,1,35.5372238,129.3166656,NULL,0,0,0,0,1,20140605,1
24448,1,40.3792038,116.3883324,NULL,0,0,0,0,1,20140605,1
24449,1,37.2183902,126.8440033,NULL,0,0,0,0,1,20140605,1
24450,1,35.948286,126.957599,NULL,0,0,0,0,1,20140605,1
24451,1,35.2000008,127.2499924,NULL,0,0,0,0,1,20140605,1
24452,1,34.7540524,127.7103093,NULL,0,0,0,0,1,20140605,1
24453,1,35.2499962,127.4999924,NULL,0,0,0,0,1,20140605,1
24454,1,35.7499962,128.3333282,NULL,0,0,0,0,1,20140605,1
24455,1,35.2499962,128.8666687,NULL,0,0,0,0,1,20140605,1
24464,1,36.9999962,127.3333321,NULL,0,0,0,0,1,20140605,1
24466,1,36.333334,127.6666679,NULL,0,0,0,0,1,20140605,1
24467,1,35.0348832,127.9999962,NULL,0,0,0,0,1,20140605,1
24470,1,37.7555561,128.8961105,NULL,0,0,0,0,1,20140605,1
24471,1,37.4333324,129.1333313,NULL,0,0,0,0,1,20140605,1
24472,1,34.9511108,127.4883308,NULL,0,0,0,0,1,20140605,1
24473,1,34.320324,126.716212,NULL,0,0,0,0,1,20140605,1
24474,1,42.4642353,124.0402566,NULL,0,0,0,0,1,20140605,1
24475,1,22.3973334,120.6202467,NULL,0,0,0,0,1,20140605,1
24476,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24477,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24478,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24479,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24480,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24481,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24482,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24483,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24484,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24485,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24486,1,36,139,NULL,0,0,0,0,1,20140605,1
24487,1,36,139,NULL,0,0,0,0,1,20140605,1
24488,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24489,1,37,137.5,NULL,0,0,0,0,1,20140605,1
24490,1,36.4124415,129.3763733,NULL,0,0,0,0,1,20140605,1
24491,1,46.833334,130.3500061,NULL,0,0,0,0,1,20140605,1
24494,1,40.8099995,114.8794441,NULL,0,0,0,0,1,20140605,1
24495,1,42.8022194,126.1608315,NULL,0,0,0,0,1,20140605,1
24496,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24497,1,34.7540524,127.7103093,NULL,0,0,0,0,1,20140605,1
24498,1,36.1166668,128.1000061,NULL,0,0,0,0,1,20140605,1
24499,1,35.583334,128.1666718,NULL,0,0,0,0,1,20140605,1
24500,1,37.5630145,129.0622608,NULL,0,0,0,0,1,20140605,1
24502,1,35.0348832,127.9999962,NULL,0,0,0,0,1,20140605,1
24505,1,37.5666676,129.0833282,NULL,0,0,0,0,1,20140605,1
24506,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24509,1,35.4920467,128.7499924,NULL,0,0,0,0,1,20140605,1
24510,1,45.4983959,132.1522061,NULL,0,0,0,0,1,20140605,1
24512,1,45.75,126.6500015,NULL,0,0,0,0,1,20140605,1
24513,1,35.8500023,139.6499939,NULL,0,0,0,0,1,20140605,1
24514,1,42.9172211,143.2044373,NULL,0,0,0,0,1,20140605,1
24516,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24517,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24518,1,42.7228358,124.3313446,NULL,0,0,0,0,1,20140605,1
24519,1,43.5072231,124.8122215,NULL,0,0,0,0,1,20140605,1
24520,1,43.1633339,124.3686104,NULL,0,0,0,0,1,20140605,1
24522,1,30.79,78.14,2438,0,0,0,0,1,20140605,1
24525,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24526,1,46.1950421,126.0679479,NULL,0,0,0,0,1,20140605,1
24527,1,29.38,79.45,1722,0,0,0,0,1,20140605,1
24528,1,36.9999962,126.9999924,NULL,0,0,0,0,1,20140605,1
24529,1,37.8666668,127.7499924,NULL,0,0,0,0,1,20140605,1
24530,1,37.0829822,127.9166679,NULL,0,0,0,0,1,20140605,1
24531,1,36.6,127.3,NULL,0,0,0,0,1,20140605,1
24532,1,36.583334,126.6666679,NULL,0,0,0,0,1,20140605,1
24533,1,36.3248824,126.5052036,NULL,0,0,0,0,1,20140605,1
24534,1,36.2499962,126.9166679,NULL,0,0,0,0,1,20140605,1
24535,1,37.736913,127.0666695,NULL,0,0,0,0,1,20140605,1
24536,1,38.2000008,128.4999924,NULL,0,0,0,0,1,20140605,1
24537,1,35.2302799,126.3138001,NULL,0,0,0,0,1,20140605,1
24538,1,35.2302799,126.3138001,NULL,0,0,0,0,1,20140605,1
24539,1,35.983333,128.4,NULL,0,0,0,0,1,20140605,1
24540,1,36.583334,128.7499924,NULL,0,0,0,0,1,20140605,1
24545,1,35.983333,128.4,NULL,0,0,0,0,1,20140605,1
24546,1,35.983333,128.4,NULL,0,0,0,0,1,20140605,1
24547,1,64.4131644,144.0342275,NULL,0,0,0,0,1,20140605,1
24548,1,34.9511108,127.4883308,NULL,0,0,0,0,1,20140605,1
24550,1,40.1353278,124.3877823,NULL,0,0,0,0,1,20140605,1
24551,1,41.2825393,84.9751706,NULL,0,0,0,0,1,20140605,1
24552,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24553,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24554,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24555,1,35.9999962,138.9999924,NULL,0,0,0,0,1,20140605,1
24556,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24557,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
24558,1,38.9999962,140.9999924,NULL,0,0,0,0,1,20140605,1
