locid,llpn,lat,lon,alt,llsource,ll_fmt,ll_datum,ll_uncert,llref,lldate,lluid
1104,1,35.75,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1106,1,42.583333,1.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1107,1,42.533333,1.633333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1108,1,42.566667,1.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1109,1,42.6,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1110,1,42.466667,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1111,1,-13,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1112,1,-12.5,17.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1113,1,-5,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1114,1,-16,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1115,1,-8.833333,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1116,1,-10.833333,14.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1117,1,-16,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1118,1,-12.5,15.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1119,1,-15.333333,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1120,1,-8.833333,13.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1121,1,-9.5,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1122,1,-15.333333,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1123,1,-13,20.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1124,1,-7,15.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1125,1,-7,13.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1126,1,-8.4,20.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1127,1,-9.65,20.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1128,1,-8.583333,13.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1129,1,17.633333,-61.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1130,1,17.116667,-61.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1131,1,17.1,-61.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1132,1,17.05,-61.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1133,1,17.033333,-61.766667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1134,1,17.1,-61.766667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1135,1,17.05,-61.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1136,1,-36,-60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1137,1,-27,-67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1138,1,-26,-60.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1139,1,-44,-69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1140,1,-32,-64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1141,1,-29,-58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1142,1,-34.6,-58.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1143,1,-32,-59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1144,1,-25,-60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1145,1,-23,-66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1146,1,-37,-66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1147,1,-30,-67.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1148,1,-34.5,-68.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1149,1,-27,-55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1150,1,-39,-70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1151,1,-40,-67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1152,1,-25,-64.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1153,1,-31,-69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1154,1,-34,-66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1155,1,-49,-70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1156,1,-31,-61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1157,1,-28,-63.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1158,1,-54.5,-67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1159,1,-27,-65.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1160,1,40.416667,44.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1161,1,39.916667,44.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1162,1,40.116667,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1163,1,40.25,45.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1164,1,40.416667,44.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1165,1,41,44.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1166,1,40.75,43.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1167,1,39.333333,46.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1168,1,40.916667,45.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1169,1,39.75,45.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1170,1,40.183333,44.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1221,1,-35.5,149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1222,1,-33,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1223,1,-20,134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1224,1,-20,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1225,1,-30,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1226,1,-42,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1227,1,-37,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1228,1,-25,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1229,1,47.5,16.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1230,1,46.75,13.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1231,1,48.333333,15.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1232,1,48.25,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1233,1,47.416667,13.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1234,1,47.25,15.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1235,1,47.25,11.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1236,1,47.25,9.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1237,1,48.25,16.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1238,1,40.416667,49.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1239,1,40,47.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1240,1,40,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1241,1,40.583333,47.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1242,1,41.25,45.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1243,1,40.5,48.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1244,1,39.916667,48.933333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1245,1,38.5,48.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1246,1,40.3,49.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1247,1,41.75,46.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1248,1,40.333333,47.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1249,1,39.75,47.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1250,1,39.5,48.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1251,1,39.333333,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1252,1,39.25,48.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1253,1,40.416667,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1254,1,41.166667,48.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1255,1,39.583333,47.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1256,1,40.5,45.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1257,1,40.65,46.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1258,1,40.583333,46.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1259,1,40.583333,47.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1260,1,40.083333,48.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1261,1,39.833333,48.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1262,1,40.833333,48.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1263,1,40.083333,46.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1264,1,40.25,48.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1265,1,39.666667,46.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1266,1,38.916667,48.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1267,1,38.733333,48.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1268,1,38.75,48.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1269,1,39,48.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1270,1,40.766667,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1271,1,40.483333,46.716667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1272,1,39.333333,45.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1273,1,39.333333,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1274,1,41.083333,47.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1275,1,40.916667,47.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1276,1,41.333333,46.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1277,1,41.166667,45.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1278,1,40.5,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1279,1,41.166667,48.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1280,1,39.333333,46.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1281,1,41.416667,48.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1282,1,39.833333,48.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1283,1,39.916667,48.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1284,1,41.083333,47.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1285,1,41.183333,47.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1286,1,39.666667,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1287,1,40.583333,48.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1288,1,40.833333,46.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1289,1,40.916667,46.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1290,1,41,49.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1291,1,40.583333,49.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1292,1,39.666667,46.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1293,1,39.75,46.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1294,1,39.666667,47.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1295,1,41,45.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1296,1,40.416667,47.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1297,1,41.583333,48.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1298,1,39.816667,46.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1299,1,40.5,46.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1300,1,40.75,49.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1301,1,39.833333,46.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1302,1,39.666667,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1303,1,38.916667,48.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1304,1,40.666667,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1305,1,40.583333,47.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1306,1,39.083333,46.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1307,1,41.583333,46.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1308,1,40.25,47.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1309,1,25.916667,-79.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1310,1,24.416667,-75.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1311,1,24.033333,-76.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1312,1,21.366667,-73.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1313,1,23.383333,-75.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1314,1,22.366667,-72.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1315,1,22.75,-75.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1316,1,25.5,-76.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1317,1,25.033333,-77.283333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1318,1,22.583333,-74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1319,1,26.666667,-78.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1320,1,24.583333,-78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1321,1,25.2,-76.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1322,1,26.833333,-77.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1323,1,27,-78.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1324,1,24,-77.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1325,1,26.4,-77.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1326,1,25.366667,-78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1327,1,24.833333,-76.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1328,1,26.116667,-77.366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1329,1,23.85,-74.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1330,1,26.233333,50.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1331,1,26.216667,50.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1332,1,26.25,50.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1333,1,26.216667,50.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1334,1,26.15,50.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1335,1,26.116667,50.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1336,1,25.646944,50.776389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1337,1,26.216667,50.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1338,1,26.183333,50.516667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1339,1,26.166667,50.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1340,1,26.1,50.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1341,1,26.133333,50.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1343,1,24.166667,90.416667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1344,1,22.916667,89.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1345,1,25,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1346,1,13.083333,-59.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1347,1,13.233333,-59.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1348,1,13.133333,-59.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1349,1,13.216667,-59.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1350,1,13.166667,-59.483333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1351,1,13.2,-59.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1352,1,13.3,-59.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1353,1,13.116667,-59.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1354,1,13.25,-59.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1355,1,13.116667,-59.466667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1356,1,13.183333,-59.583333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1357,1,52.5,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1358,1,52,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,1,53.5,24.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1360,1,54,30.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1361,1,53.9,27.566667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1362,1,54,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1363,1,55,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1364,1,51.166667,4.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1365,1,50.75,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1366,1,50.5,3.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1367,1,50.5,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1368,1,51,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1369,1,50,5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1370,1,50.333333,4.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1371,1,51,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1372,1,51,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1373,1,17.25,-88.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1374,1,16.833333,-88.916667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1375,1,18.25,-88.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376,1,17.833333,-88.833333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377,1,16.833333,-88.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1378,1,16.333333,-88.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1385,1,32.302778,-64.755833,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1386,1,32.342222,-64.728333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1387,1,32.293889,-64.783611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1388,1,32.278333,-64.781667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1389,1,32.299444,-64.792778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1390,1,32.384167,-64.676389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1391,1,32.363611,-64.679444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1392,1,32.291944,-64.872222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1393,1,32.315278,-64.735278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1394,1,32.250833,-64.856389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1395,1,32.265833,-64.807222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1396,1,27.7,90.783333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1397,1,27,89.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1398,1,26.933333,90.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1399,1,27.1,89.866667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1400,1,26.95,90.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1401,1,27.333333,89.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1402,1,27.75,91.183333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1403,1,27.25,91.233333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1404,1,27.516667,89.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1405,1,27,91.366667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1406,1,28,89.933333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1407,1,27.033333,89.083333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1408,1,26.916667,91.616667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1409,1,27.083333,90.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1410,1,27.333333,91.733333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1411,1,27.6,89.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1412,1,27.35,90.533333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1413,1,27.5,90.133333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1414,1,-20,-64.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1415,1,-17.5,-65.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1416,1,-14,-65.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1417,1,-15.5,-68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1418,1,-18.666667,-67.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1419,1,-11.333333,-67.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1420,1,-20.666667,-67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1421,1,-17.5,-61.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1422,1,-21.5,-64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1423,1,-22,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1424,1,-18.5,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1425,1,-22,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1426,1,-25,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1427,1,-24.25,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1428,1,-24,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1430,1,-21,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1431,1,-25,25.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1432,1,-25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1433,1,-9,-70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1434,1,-9,-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1435,1,1,-52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1436,1,-5,-63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1437,1,-12,-42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1438,1,-5,-40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1439,1,-15.75,-47.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1440,1,-20,-40.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1443,1,-21,-55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1444,1,-5,-45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1445,1,-13,-56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1446,1,-18,-44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1447,1,-4,-53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1448,1,-7.25,-36.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1449,1,-24,-51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1451,1,-7,-43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1452,1,-22,-42.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1453,1,-5.75,-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1454,1,-30,-54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1455,1,-11,-63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1456,1,1,-61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1457,1,-27,-50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1458,1,-22,-49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1459,1,-10.5,-37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1473,1,13.5,-1.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1477,1,12.333333,-2.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1478,1,12.333333,-0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1479,1,11.833333,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1486,1,12,-0.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1491,1,14.666667,-0.333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1492,1,12.916667,-2.166667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1494,1,12.166667,-2.666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1498,1,14.333333,-1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1500,1,12,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1502,1,11.583333,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1503,1,19,94.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
