HH_Id,Info_Src_Name_M,Info_Access_Yn_M,NoInfo_Access_Rsn_M,NoInfo_Access_Rsn_Othr_M,Info_Access_Decision_M
422,4,3,5, ,
422,5,3,4, ,
422,6,3,4, ,
423,1,1,, ,1
423,2,2,, ,1
423,3,3,99, ,
423,4,3,1, ,
423,5,2,, ,1
423,6,3,99, ,
424,1,2,, ,1
424,2,2,, ,1
424,3,1,, ,1
424,4,3,1, ,
424,5,3,6, ,
424,6,3,5, ,
425,1,3,2, ,
425,2,1,, ,1
425,3,3,2, ,
425,4,3,1, ,
425,5,3,1, ,
425,6,3,1, ,
426,1,1,, ,1
426,2,2,, ,1
426,3,2,, ,98
426,4,3,99, ,
426,5,3,1, ,
426,6,3,3, ,
427,1,3,2, ,
427,2,3,2, ,
427,3,3,3, ,
427,4,3,3, ,
427,5,3,3, ,
427,6,3,3, ,
428,,,, ,
429,1,1,, ,1
429,2,1,, ,1
429,3,99,, ,
429,4,3,2, ,
429,5,2,, ,1
429,6,99,, ,
430,1,1,, ,1
430,2,2,, ,1
430,3,1,, ,1
430,4,3,2, ,
430,5,2,, ,1
430,6,3,1, ,
431,1,1,, ,1
431,2,3,1, ,
431,3,2,, ,1
431,4,3,1, ,
431,5,3,4, ,
431,6,3,4, ,
432,1,3,2, ,
432,2,3,4, ,
432,3,3,4, ,
432,4,3,5, ,
432,5,3,4, ,
432,6,3,4, ,
433,1,1,, ,3
433,2,2,, ,3
433,3,2,, ,3
433,4,3,2, ,
433,5,3,2, ,
433,6,3,1, ,
434,1,1,, ,1
434,2,2,, ,1
434,3,2,, ,1
434,4,3,1, ,
434,5,3,3, ,
434,6,2,, ,1
435,,,, ,
436,1,3,1, ,
436,2,3,2, ,
436,3,3,1, ,
436,4,3,2, ,
436,5,3,3, ,
436,6,3,3, ,
454,1,3,3, ,
454,2,3,2, ,
454,3,3,1, ,
454,4,3,6, ,
454,5,3,3, ,
454,6,3,2, ,
455,1,3,1, ,
455,2,3,5, ,
455,3,3,2, ,
455,4,3,5, ,
455,5,3,4, ,
455,6,3,1, ,
456,1,1,, ,1
456,2,1,, ,1
456,3,3,2, ,
456,4,3,2, ,
456,5,3,2, ,
456,6,3,1, ,
457,1,3,3, ,
457,2,3,1, ,
457,3,3,2, ,
457,4,3,1, ,
457,5,3,3, ,
457,6,3,3, ,
458,1,3,3, ,
458,2,3,2, ,
458,3,1,, ,1
458,4,3,1, ,
458,5,1,, ,1
458,6,3,5, ,
459,1,3,3, ,
459,2,3,2, ,
459,3,1,, ,1
459,4,3,1, ,
459,5,2,, ,1
459,6,3,3, ,
460,1,1,, ,1
460,2,1,, ,1
460,3,3,2, ,
460,4,3,2, ,
460,5,3,2, ,
460,6,3,1, ,
461,1,1,, ,1
461,2,1,, ,1
461,3,3,2, ,
461,4,3,2, ,
461,5,3,2, ,
461,6,3,1, ,
462,1,1,, ,1
462,2,1,, ,1
462,3,3,2, ,
462,4,3,2, ,
462,5,3,2, ,
462,6,3,1, ,
463,1,2,, ,1
463,2,3,2, ,
463,3,1,, ,1
463,4,3,1, ,
463,5,1,, ,1
463,6,3,3, ,
464,1,1,, ,1
464,2,1,, ,1
464,3,3,2, ,
464,4,3,2, ,
464,5,3,2, ,
464,6,3,1, ,
465,1,3,1, ,
465,2,3,3, ,
465,3,3,3, ,
465,4,3,1, ,
465,5,3,3, ,
465,6,3,3, ,
466,1,3,3, ,
466,2,3,2, ,
466,3,2,, ,1
466,4,3,1, ,
466,5,1,, ,1
466,6,3,3, ,
467,1,3,3, ,
467,2,3,2, ,
467,3,2,, ,1
467,4,3,1, ,
467,5,1,, ,1
467,6,3,5, ,
468,1,3,3, ,
468,2,3,2, ,
468,3,1,, ,1
468,4,3,1, ,
468,5,1,, ,1
468,6,3,5, ,
469,1,3,2, ,
469,2,3,5, ,
469,3,3,6, ,
469,4,3,3, ,
469,5,3,1, ,
469,6,3,3, ,
470,1,3,1, ,
470,2,3,1, ,
470,3,3,3, ,
470,4,3,3, ,
470,5,3,5, ,
470,6,3,6, ,
471,1,1,, ,1
471,2,1,, ,1
471,3,3,2, ,
471,4,3,2, ,
471,5,3,2, ,
471,6,3,1, ,
544,1,2,, ,1
544,2,2,, ,1
544,3,3,99, ,
544,4,99,, ,
544,5,99,, ,
544,6,99,, ,
545,,,, ,
547,1,3,2, ,
547,2,3,2, ,
547,3,3,3, ,
547,4,3,3, ,
547,5,3,2, ,
547,6,3,3, ,
548,1,1,, ,1
548,2,1,, ,1
548,3,1,, ,1
548,4,3,1, ,
548,5,1,, ,1
548,6,2,, ,1
549,1,2,, ,1
549,2,3,2, ,
549,3,3,3, ,
549,4,3,4, ,
549,5,3,3, ,
549,6,3,3, ,
550,,,, ,
552,1,2,, ,1
552,2,3,2, ,
552,3,2,, ,1
552,4,3,1, ,
552,5,2,, ,1
552,6,3,5, ,
553,1,3,3, ,
553,2,3,3, ,
553,3,3,3, ,
553,4,3,2, ,
553,5,3,3, ,
553,6,3,2, ,
554,1,1,, ,1
554,2,2,, ,1
554,3,3,2, ,
554,4,3,2, ,
554,5,3,2, ,
554,6,3,2, ,
555,1,1,, ,1
555,2,1,, ,1
555,3,2,, ,1
555,4,3,1, ,
555,5,3,2, ,
555,6,3,5, ,
556,1,1,, ,1
556,2,2,, ,1
556,3,3,2, ,
556,4,3,2, ,
556,5,3,2, ,
556,6,3,2, ,
558,1,1,, ,1
558,2,1,, ,1
558,3,1,, ,1
558,4,3,2, ,
558,5,3,6, ,
558,6,2,, ,1
559,,,, ,
651,,,, ,
652,1,3,3, ,
652,2,3,4, ,
652,3,3,3, ,
652,4,3,3, ,
652,5,3,4, ,
652,6,3,4, ,
653,1,2,, ,1
653,2,2,, ,1
653,3,3,2, ,
653,4,99,, ,
653,5,3,99, ,
653,6,3,2, ,
654,1,1,, ,1
654,2,1,, ,1
654,3,3,2, ,
654,4,3,2, ,
654,5,3,2, ,
654,6,3,1, ,
656,,,, ,
657,1,1,, ,1
657,2,3,3, ,
657,3,3,3, ,
657,4,3,2, ,
657,5,3,6, ,
657,6,3,6, ,
658,1,1,, ,1
658,2,1,, ,1
658,3,3,5, ,
658,4,3,2, ,
658,5,3,6, ,
658,6,3,6, ,
659,1,1,, ,1
659,2,2,, ,1
659,3,2,, ,1
659,4,3,2, ,
659,5,3,1, ,
659,6,3,2, ,
660,1,1,, ,1
660,2,1,, ,1
660,3,3,2, ,
660,4,3,2, ,
660,5,3,2, ,
660,6,3,1, ,
662,1,2,, ,1
662,2,2,, ,1
662,3,2,, ,2
662,4,3,2, ,
662,5,3,1, ,
662,6,3,2, ,
664,1,2,, ,1
664,2,2,, ,1
664,3,2,, ,1
664,4,3,2, ,
664,5,3,2, ,
664,6,3,2, ,
665,1,2,, ,2
665,2,2,, ,2
665,3,3,99, ,
665,4,3,1, ,
665,5,99,, ,
665,6,3,2, ,
667,1,2,, ,3
667,2,3,3, ,
667,3,2,, ,1
667,4,3,1, ,
667,5,2,, ,1
667,6,3,3, ,
668,1,1,, ,1
668,2,1,, ,1
668,3,3,2, ,
668,4,3,2, ,
668,5,3,2, ,
668,6,3,1, ,
670,1,1,, ,1
670,2,3,1, ,
670,3,3,1, ,
670,4,2,, ,1
670,5,2,, ,1
670,6,1,, ,1
671,1,1,, ,1
671,2,3,1, ,
671,3,1,, ,1
671,4,3,1, ,
671,5,2,, ,1
671,6,3,1, ,
672,1,1,, ,1
672,2,1,, ,1
672,3,1,, ,1
672,4,3,1, ,
672,5,3,1, ,
672,6,3,1, ,
673,,,, ,
674,1,2,, ,1
674,2,2,, ,1
674,3,3,2, ,
674,4,3,2, ,
674,5,3,2, ,
674,6,3,2, ,
675,1,1,, ,1
675,2,1,, ,1
675,3,3,4, ,
675,4,3,1, ,
675,5,3,4, ,
675,6,3,4, ,
676,1,2,, ,1
676,2,3,1, ,
676,3,3,2, ,
676,4,3,2, ,
676,5,3,2, ,
676,6,3,2, ,
677,1,3,99, ,
677,2,3,1, ,
677,3,3,1, ,
677,4,3,2, ,
677,5,3,1, ,
677,6,3,1, ,
678,1,2,, ,1
678,2,2,, ,1
678,3,3,1, ,
678,4,3,99, ,
678,5,3,2, ,
678,6,3,4, ,
679,1,1,, ,1
679,2,3,3, ,
679,3,2,, ,1
679,4,3,1, ,
679,5,3,4, ,
679,6,3,5, ,
680,1,3,99, ,
680,2,3,1, ,
680,3,3,1, ,
680,4,3,1, ,
680,5,3,2, ,
680,6,3,1, ,
681,1,1,, ,1
681,2,1,, ,1
681,3,3,99, ,
681,4,3,1, ,
681,5,3,2, ,
681,6,2,, ,1
682,1,1,, ,1
682,2,1,, ,1
682,3,3,1, ,
682,4,3,5, ,
682,5,3,4, ,
682,6,3,6, ,
683,1,1,, ,1
683,2,2,, ,1
683,3,2,, ,1
683,4,3,1, ,
683,5,3,7,DON'T KNOW,
683,6,3,5, ,
684,1,2,, ,1
684,2,2,, ,1
684,3,3,2, ,
684,4,3,2, ,
684,5,3,2, ,
684,6,3,2, ,
685,1,2,, ,1
685,2,3,2, ,
685,3,2,, ,1
685,4,3,1, ,
685,5,3,3, ,
685,6,3,5, ,
686,1,1,, ,1
686,2,1,, ,1
686,3,3,2, ,
686,4,3,1, ,
686,5,3,2, ,
686,6,3,1, ,
687,1,1,, ,1
687,2,1,, ,1
687,3,3,2, ,
687,4,3,2, ,
687,5,3,2, ,
687,6,3,2, ,
689,1,3,1, ,
689,2,3,3, ,
689,3,3,6, ,
689,4,3,2, ,
689,5,3,6, ,
689,6,3,2, ,
690,1,1,, ,1
690,2,2,, ,1
690,3,3,2, ,
690,4,3,2, ,
690,5,3,2, ,
690,6,3,2, ,
691,1,3,3, ,
691,2,3,2, ,
691,3,1,, ,1
691,4,3,1, ,
691,5,1,, ,1
691,6,2,, ,1
692,1,3,1, ,
692,2,3,2, ,
692,3,3,2, ,
692,4,3,1, ,
692,5,3,3, ,
692,6,3,1, ,
693,,,, ,
694,1,3,3, ,
694,2,3,2, ,
694,3,1,, ,1
694,4,3,1, ,
694,5,1,, ,1
694,6,2,, ,1
695,1,3,1, ,
695,2,2,, ,1
695,3,2,, ,1
695,4,3,4, ,
695,5,3,2, ,
695,6,3,3, ,
696,1,3,2, ,
696,2,2,, ,1
696,3,3,2, ,
696,4,3,2, ,
696,5,3,2, ,
696,6,3,2, ,
697,1,1,, ,1
697,2,3,2, ,
697,3,1,, ,1
697,4,3,2, ,
697,5,1,, ,1
697,6,3,4, ,
698,1,3,1, ,
698,2,3,2, ,
698,3,3,2, ,
698,4,3,3, ,
698,5,3,2, ,
698,6,3,3, ,
699,1,1,, ,1
699,2,1,, ,1
699,3,3,2, ,
699,4,3,2, ,
699,5,3,2, ,
699,6,3,2, ,
700,1,3,2, ,
700,2,1,, ,1
700,3,3,1, ,
700,4,3,4, ,
700,5,3,5, ,
700,6,3,6, ,
701,1,3,2, ,
701,2,3,2, ,
701,3,3,2, ,
701,4,3,6, ,
701,5,3,6, ,
701,6,3,3, ,
702,,,, ,
703,1,3,2, ,
703,2,3,2, ,
703,3,3,3, ,
703,4,3,3, ,
703,5,3,1, ,
703,6,3,3, ,
705,1,3,3, ,
705,2,3,2, ,
705,3,3,3, ,
705,4,3,1, ,
705,5,2,, ,1
705,6,3,3, ,
706,1,2,, ,1
706,2,3,3, ,
706,3,2,, ,1
706,4,3,1, ,
706,5,1,, ,1
706,6,3,5, ,
708,1,1,, ,1
708,2,1,, ,1
708,3,3,2, ,
708,4,3,2, ,
708,5,3,2, ,
708,6,3,1, ,
709,1,3,3, ,
709,2,3,1, ,
709,3,3,2, ,
709,4,3,3, ,
709,5,3,3, ,
709,6,3,3, ,
711,1,3,4, ,
711,2,3,6, ,
711,3,3,1, ,
711,4,3,6, ,
711,5,3,1, ,
711,6,3,1, ,
712,1,1,, ,1
712,2,1,, ,1
712,3,3,2, ,
712,4,3,2, ,
712,5,3,2, ,
712,6,3,1, ,
714,1,1,, ,1
714,2,1,, ,1
714,3,3,2, ,
714,4,3,2, ,
714,5,3,2, ,
714,6,3,2, ,
715,1,1,, ,1
715,2,1,, ,1
715,3,3,2, ,
715,4,3,2, ,
715,5,3,2, ,
715,6,3,1, ,
716,1,1,, ,1
716,2,3,2, ,
716,3,2,, ,1
716,4,3,3, ,
716,5,3,3, ,
716,6,3,5, ,
717,1,3,3, ,
717,2,3,3, ,
717,3,3,3, ,
717,4,3,1, ,
717,5,2,, ,1
717,6,3,3, ,
817,1,1,, ,1
817,2,1,, ,1
817,3,3,2, ,
817,4,3,2, ,
817,5,3,2, ,
817,6,3,2, ,
818,1,3,1, ,
818,2,3,3, ,
818,3,3,2, ,
818,4,3,2, ,
818,5,3,6, ,
818,6,3,6, ,
819,1,1,, ,1
819,2,1,, ,1
819,3,1,, ,1
819,4,3,1, ,
819,5,1,, ,1
819,6,3,5, ,
820,1,1,, ,1
820,2,1,, ,1
820,3,1,, ,1
820,4,3,2, ,
820,5,1,, ,1
820,6,1,, ,1
822,,,, ,
823,1,2,, ,1
823,2,2,, ,1
823,3,3,2, ,
823,4,3,2, ,
823,5,3,2, ,
823,6,3,2, ,
824,1,3,3, ,
824,2,3,3, ,
824,3,2,, ,1
824,4,3,2, ,
824,5,1,, ,1
824,6,3,5, ,
826,1,3,3, ,
826,2,3,3, ,
826,3,2,, ,1
826,4,3,1, ,
826,5,1,, ,1
826,6,3,3, ,
827,1,2,, ,1
827,2,2,, ,1
827,3,3,2, ,
827,4,3,3, ,
827,5,3,2, ,
827,6,3,3, ,
829,1,1,, ,1
829,2,1,, ,1
829,3,3,2, ,
829,4,3,2, ,
829,5,3,2, ,
829,6,3,1, ,
830,1,1,, ,1
830,2,1,, ,1
830,3,3,2, ,
830,4,3,2, ,
830,5,3,2, ,
830,6,3,1, ,
831,1,1,, ,1
831,2,1,, ,1
831,3,3,2, ,
831,4,3,2, ,
831,5,3,2, ,
831,6,99,, ,
832,1,3,1, ,
832,2,3,1, ,
832,3,3,3, ,
832,4,3,2, ,
832,5,3,5, ,
832,6,3,3, ,
833,1,3,1, ,
833,2,3,2, ,
833,3,3,3, ,
833,4,3,1, ,
833,5,3,2, ,
833,6,3,2, ,
871,1,1,, ,1
871,2,2,, ,2
871,3,2,, ,1
871,4,3,2, ,
871,5,3,2, ,
871,6,3,1, ,
872,1,1,, ,1
872,2,1,, ,1
872,3,1,, ,1
872,4,3,1, ,
872,5,1,, ,1
872,6,1,, ,1
873,1,1,, ,2
873,2,1,, ,2
873,3,2,, ,1
873,4,3,2, ,
873,5,3,1, ,
873,6,3,1, ,
874,,,, ,
875,,,, ,
876,1,2,, ,1
876,2,2,, ,1
876,3,99,, ,
876,4,99,, ,
876,5,99,, ,
876,6,99,, ,
877,1,1,, ,1
877,2,1,, ,1
877,3,3,2, ,
877,4,3,2, ,
877,5,3,2, ,
877,6,3,1, ,
878,1,1,, ,1
878,2,1,, ,1
878,3,3,3, ,
878,4,3,2, ,
878,5,3,3, ,
878,6,3,5, ,
879,1,3,3, ,
879,2,3,2, ,
879,3,2,, ,1
879,4,3,2, ,
879,5,2,, ,1
879,6,3,3, ,
880,1,2,, ,1
880,2,3,1, ,
880,3,99,, ,
880,4,99,, ,
880,5,99,, ,
880,6,3,99, ,
881,1,1,, ,1
881,2,1,, ,1
881,3,3,2, ,
881,4,3,2, ,
881,5,3,2, ,
881,6,3,2, ,
882,1,3,2, ,
882,2,3,3, ,
882,3,3,5, ,
882,4,3,2, ,
882,5,3,6, ,
882,6,3,2, ,
883,1,3,4, ,
883,2,3,3, ,
883,3,3,3, ,
883,4,3,4, ,
883,5,3,4, ,
883,6,3,4, ,
884,1,1,, ,1
884,2,1,, ,1
884,3,2,, ,1
884,4,3,1, ,
884,5,3,5, ,
884,6,3,1, ,
885,1,2,, ,1
885,2,3,2, ,
885,3,3,3, ,
885,4,3,2, ,
885,5,2,, ,1
885,6,3,2, ,
886,1,1,, ,1
886,2,1,, ,1
886,3,1,, ,1
886,4,3,2, ,
886,5,2,, ,1
886,6,2,, ,1
887,1,2,, ,1
887,2,1,, ,2
887,3,2,, ,1
887,4,3,2, ,
887,5,3,2, ,
887,6,3,1, ,
888,1,2,, ,1
888,2,2,, ,1
888,3,3,99, ,
888,4,99,, ,
888,5,99,, ,
888,6,3,1, ,
889,1,1,, ,1
889,2,1,, ,1
889,3,3,1, ,
889,4,3,1, ,
889,5,3,1, ,
889,6,3,1, ,
890,1,2,, ,2
890,2,1,, ,2
890,3,3,1, ,
890,4,3,2, ,
890,5,3,1, ,
890,6,3,1, ,
891,1,3,3, ,
891,2,3,2, ,
891,3,3,3, ,
891,4,3,3, ,
891,5,3,3, ,
891,6,3,3, ,
892,1,3,1, ,
892,2,3,2, ,
892,3,3,1, ,
892,4,3,1, ,
892,5,3,1, ,
892,6,3,1, ,
893,1,1,, ,1
893,2,1,, ,1
893,3,3,1, ,
893,4,3,1, ,
893,5,3,1, ,
893,6,3,5, ,
894,1,99,, ,
894,2,99,, ,
894,3,99,, ,
894,4,3,1, ,
894,5,3,1, ,
894,6,3,3, ,
895,1,1,, ,1
895,2,1,, ,1
895,3,3,2, ,
895,4,3,2, ,
895,5,3,1, ,
895,6,3,2, ,
896,1,1,, ,1
896,2,1,, ,1
896,3,3,2, ,
896,4,3,2, ,
896,5,3,2, ,
896,6,3,2, ,
897,1,2,, ,1
897,2,3,2, ,
897,3,2,, ,1
897,4,3,1, ,
897,5,2,, ,1
897,6,2,, ,1
899,,,, ,
900,1,1,, ,1
900,2,1,, ,1
900,3,3,1, ,
900,4,3,2, ,
900,5,99,, ,
900,6,99,, ,
901,1,1,, ,1
901,2,3,3, ,
901,3,2,, ,1
901,4,3,1, ,
901,5,2,, ,1
901,6,3,3, ,
902,1,2,, ,1
902,2,2,, ,2
902,3,3,1, ,
902,4,3,2, ,
902,5,3,1, ,
902,6,3,1, ,
903,1,1,, ,1
903,2,1,, ,1
903,3,3,1, ,
903,4,3,1, ,
903,5,99,, ,
903,6,99,, ,
904,1,2,, ,1
904,2,2,, ,1
904,3,99,, ,
904,4,99,, ,
904,5,99,, ,
904,6,99,, ,
905,1,2,, ,1
905,2,99,, ,
905,3,99,, ,
905,4,99,, ,
905,5,3,99, ,
905,6,3,1, ,
906,1,2,, ,1
906,2,2,, ,1
906,3,3,2, ,
906,4,3,2, ,
906,5,3,2, ,
906,6,3,2, ,
907,1,2,, ,1
907,2,3,2, ,
907,3,2,, ,1
907,4,3,2, ,
907,5,1,, ,1
907,6,3,3, ,
908,1,1,, ,1
908,2,2,, ,1
908,3,1,, ,1
908,4,3,2, ,
908,5,1,, ,1
908,6,2,, ,1
910,1,3,3, ,
910,2,3,2, ,
910,3,2,, ,1
910,4,3,2, ,
910,5,1,, ,1
910,6,3,5, ,
911,1,2,, ,1
911,2,3,3, ,
911,3,1,, ,1
911,4,3,1, ,
911,5,1,, ,1
911,6,3,5, ,
912,1,3,2, ,
912,2,3,3, ,
912,3,3,4, ,
912,4,3,3, ,
912,5,3,3, ,
912,6,3,2, ,
913,1,3,1, ,
913,2,3,3, ,
913,3,3,6, ,
913,4,3,1, ,
913,5,3,5, ,
913,6,3,6, ,
914,,,, ,
915,1,1,, ,1
915,2,1,, ,1
915,3,3,2, ,
915,4,3,2, ,
915,5,3,2, ,
915,6,3,2, ,
916,1,3,1, ,
916,2,3,3, ,
916,3,3,2, ,
916,4,3,2, ,
916,5,3,2, ,
916,6,3,3, ,
917,1,3,2, ,
917,2,3,1, ,
917,3,3,3, ,
917,4,3,2, ,
917,5,3,1, ,
917,6,3,1, ,
918,1,3,2, ,
918,2,3,6, ,
918,3,3,3, ,
918,4,3,2, ,
918,5,3,5, ,
918,6,3,2, ,
919,1,1,, ,1
919,2,1,, ,1
919,3,3,2, ,
919,4,3,2, ,
919,5,3,2, ,
919,6,3,1, ,
920,1,3,3, ,
920,2,3,2, ,
920,3,1,, ,1
920,4,3,1, ,
920,5,1,, ,1
920,6,3,3, ,
921,1,3,3, ,
921,2,3,2, ,
921,3,2,, ,1
921,4,3,2, ,
921,5,2,, ,1
921,6,3,3, ,
922,,,, ,
923,1,3,1, ,
923,2,3,3, ,
923,3,3,5, ,
923,4,3,3, ,
923,5,3,2, ,
923,6,3,2, ,
924,1,1,, ,1
924,2,1,, ,1
924,3,3,2, ,
924,4,3,2, ,
924,5,3,2, ,
924,6,3,2, ,
1061,1,1,, ,1
1061,2,3,1, ,
1061,3,3,1, ,
1061,4,3,2, ,
1061,5,99,, ,
1061,6,99,, ,
1062,1,99,, ,
1062,2,99,, ,
1062,3,99,, ,
1062,4,99,, ,
1062,5,99,, ,
1062,6,99,, ,
1063,,,, ,
1064,1,2,, ,1
1064,2,2,, ,1
1064,3,3,2, ,
1064,4,3,2, ,
1064,5,3,2, ,
1064,6,3,2, ,
1065,,,, ,
1066,,,, ,
1067,1,99,, ,
1067,2,99,, ,
1067,3,99,, ,
1067,4,99,, ,
1067,5,99,, ,
1067,6,99,, ,
1070,,,, ,
1072,1,1,, ,1
1072,2,1,, ,1
1072,3,3,1, ,
1072,4,3,2, ,
1072,5,3,1, ,
1072,6,3,1, ,
1073,,,, ,
1077,1,2,, ,1
1077,2,2,, ,1
1077,3,99,, ,
1077,4,99,, ,
1077,5,99,, ,
1077,6,99,, ,
1078,1,2,, ,2
1078,2,1,, ,1
1078,3,3,2, ,
1078,4,3,2, ,
1078,5,3,2, ,
1078,6,3,2, ,
1211,1,1,, ,1
1211,2,1,, ,1
1211,3,3,1, ,
1211,4,3,2, ,
1211,5,3,1, ,
1211,6,3,1, ,
1213,1,2,, ,1
1213,2,2,, ,1
1213,3,99,, ,
1213,4,99,, ,
1213,5,99,, ,
1213,6,99,, ,
1214,1,2,, ,1
1214,2,1,, ,1
1214,3,3,1, ,
1214,4,3,2, ,
1214,5,3,1, ,
1214,6,3,1, ,
1215,1,1,, ,1
1215,2,1,, ,1
1215,3,3,1, ,
1215,4,3,1, ,
1215,5,3,1, ,
1215,6,3,1, ,
1216,1,1,, ,1
1216,2,1,, ,1
1216,3,3,1, ,
1216,4,3,1, ,
1216,5,3,1, ,
1216,6,3,1, ,
1219,1,2,, ,1
1219,2,1,, ,1
1219,3,3,1, ,
1219,4,3,2, ,
1219,5,3,1, ,
1219,6,3,1, ,
1221,,,, ,
1222,1,2,, ,1
1222,2,2,, ,1
1222,3,99,, ,
1222,4,99,, ,
1222,5,99,, ,
1222,6,99,, ,
1223,1,99,, ,
1223,2,99,, ,
1223,3,99,, ,
1223,4,99,, ,
1223,5,99,, ,
1223,6,99,, ,
1224,1,2,, ,1
1224,2,2,, ,1
1224,3,99,, ,
1224,4,99,, ,
1224,5,99,, ,
1224,6,99,, ,
1225,,,, ,
1226,1,2,, ,1
1226,2,2,, ,1
1226,3,99,, ,
1226,4,99,, ,
1226,5,99,, ,
1226,6,99,, ,
1230,1,3,3, ,
1230,2,3,3, ,
1230,3,1,, ,1
1230,4,3,1, ,
1230,5,1,, ,1
1230,6,3,3, ,
1232,1,1,, ,1
1232,2,2,, ,1
1232,3,1,, ,1
1232,4,3,1, ,
1232,5,1,, ,1
1232,6,3,3, ,
1235,1,99,, ,
1235,2,99,, ,
1235,3,99,, ,
1235,4,99,, ,
1235,5,99,, ,
1235,6,99,, ,
1237,1,3,3, ,
1237,2,3,1, ,
1237,3,3,6, ,
1237,4,3,6, ,
1237,5,3,3, ,
1237,6,3,2, ,
1238,1,2,, ,1
1238,2,1,, ,1
1238,3,3,1, ,
1238,4,3,2, ,
1238,5,3,1, ,
1238,6,3,1, ,
1239,1,3,1, ,
1239,2,3,2, ,
1239,3,3,1, ,
1239,4,3,1, ,
1239,5,3,2, ,
1239,6,3,2, ,
1240,1,1,, ,1
1240,2,1,, ,1
1240,3,1,, ,1
1240,4,3,2, ,
1240,5,3,1, ,
1240,6,3,1, ,
1273,1,1,, ,1
1273,2,2,, ,1
1273,3,3,2, ,
1273,4,3,2, ,
1273,5,3,2, ,
1273,6,3,2, ,
1274,1,1,, ,1
1274,2,1,, ,1
1274,3,3,1, ,
1274,4,3,2, ,
1274,5,3,1, ,
1274,6,3,1, ,
1275,1,2,, ,1
1275,2,3,3, ,
1275,3,3,6, ,
1275,4,2,, ,1
1275,5,3,1, ,
1275,6,3,3, ,
1276,1,99,, ,
1276,2,99,, ,
1276,3,99,, ,
1276,4,99,, ,
1276,5,99,, ,
1276,6,99,, ,
1277,1,2,, ,1
1277,2,1,, ,1
1277,3,3,1, ,
1277,4,3,2, ,
1277,5,3,5, ,
1277,6,3,5, ,
1278,1,1,, ,1
1278,2,2,, ,1
1278,3,3,2, ,
1278,4,3,2, ,
1278,5,3,2, ,
1278,6,3,2, ,
1280,1,3,2, ,
1280,2,3,5, ,
1280,3,2,, ,1
1280,4,3,6, ,
1280,5,3,2, ,
1280,6,3,2, ,
1282,1,99,, ,
1282,2,99,, ,
1282,3,99,, ,
1282,4,99,, ,
1282,5,99,, ,
1282,6,99,, ,
1307,1,2,, ,1
1307,2,2,, ,1
1307,3,3,1, ,
1307,4,3,2, ,
1307,5,3,1, ,
1307,6,3,1, ,
1311,1,99,, ,
1311,2,99,, ,
1311,3,99,, ,
1311,4,99,, ,
1311,5,99,, ,
1311,6,99,, ,
1312,,,, ,
1313,1,2,, ,1
1313,2,2,, ,1
1313,3,3,1, ,
1313,4,3,2, ,
1313,5,3,1, ,
1313,6,3,1, ,
1314,1,2,, ,1
1314,2,2,, ,1
1314,3,3,1, ,
1314,4,3,2, ,
1314,5,3,2, ,
1314,6,3,1, ,
1317,1,2,, ,1
1317,2,2,, ,1
1317,3,3,1, ,
1317,4,3,2, ,
1317,5,3,1, ,
1317,6,3,1, ,
1318,1,2,, ,2
1318,2,2,, ,1
1318,3,2,, ,1
1318,4,3,2, ,
1318,5,3,2, ,
1318,6,3,1, ,
1319,1,2,, ,2
1319,2,2,, ,1
1319,3,2,, ,1
1319,4,3,2, ,
1319,5,3,2, ,
1319,6,3,1, ,
1320,1,2,, ,1
1320,2,1,, ,1
1320,3,3,1, ,
1320,4,3,1, ,
1320,5,3,1, ,
1320,6,3,1, ,
1323,1,99,, ,
1323,2,99,, ,
1323,3,99,, ,
1323,4,99,, ,
1323,5,99,, ,
1323,6,99,, ,
1324,,,, ,
1325,1,3,3, ,
1325,2,3,3, ,
1325,3,2,, ,1
1325,4,3,1, ,
1325,5,1,, ,1
1325,6,3,3, ,
1326,,,, ,
1328,1,3,5, ,
1328,2,2,, ,1
1328,3,2,, ,1
1328,4,2,, ,1
1328,5,3,1, ,
1328,6,3,4, ,
1329,1,3,1, ,
1329,2,2,, ,1
1329,3,3,5, ,
1329,4,3,1, ,
1329,5,3,4, ,
1329,6,2,, ,1
1330,1,1,, ,1
1330,2,2,, ,1
1330,3,3,2, ,
1330,4,3,2, ,
1330,5,3,2, ,
1330,6,3,2, ,
1331,1,1,, ,1
1331,2,1,, ,1
1331,3,3,2, ,
1331,4,3,2, ,
1331,5,3,2, ,
1331,6,3,2, ,
1332,1,1,, ,1
1332,2,2,, ,1
1332,3,3,2, ,
1332,4,3,2, ,
1332,5,3,2, ,
1332,6,3,2, ,
1333,1,3,3, ,
1333,2,3,2, ,
1333,3,2,, ,1
1333,4,3,1, ,
1333,5,2,, ,1
1333,6,2,, ,1
1334,1,3,1, ,
1334,2,3,3, ,
1334,3,3,1, ,
1334,4,2,, ,1
1334,5,3,5, ,
1334,6,3,2, ,
1335,1,3,3, ,
1335,2,3,3, ,
1335,3,1,, ,1
1335,4,3,2, ,
1335,5,1,, ,1
1335,6,1,, ,1
1401,1,1,, ,1
1401,2,2,, ,1
1401,3,2,, ,1
1401,4,3,1, ,
1401,5,3,1, ,
1401,6,3,2, ,
1403,1,1,, ,1
1403,2,1,, ,1
1403,3,2,, ,1
1403,4,3,1, ,
1403,5,3,1, ,
